"Table HB6: Drug-related deaths by NHS Board area - age-standardised death rates1,3 for 5-year periods, 2000-2004 to 2016-2020         ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHS Board area 2,2000 - 2004,2001 - 2005,2002 - 2006,2003 - 2007,2004 - 2008,2005 - 2009,2006 - 2010,2007 - 2011,2008 - 2012,2009 - 2013,2010 - 2014,2011 - 2015,2012 - 2016,2013 - 2017,2014 - 2018,2015 - 2019,2016 -2020,2000 - 2004,2001 - 2005,2002 - 2006,2003 - 2007,2004 - 2008,2005 - 2009,2006 - 2010,2007 - 2011,2008 - 2012,2009 - 2013,2010 - 2014,2011 - 2015,2012 - 2016,2013 - 2017,2014 - 2018,2015 - 2019,2016 -2020,2000 - 2004,2001 - 2005,2002 - 2006,2003 - 2007,2004 - 2008,2005 - 2009,2006 - 2010,2007 - 2011,2008 - 2012,2009 - 2013,2010 - 2014,2011 - 2015,2012 - 2016,2013 - 2017,2014 - 2018,2015 - 2019,2016 -2020,2000 - 2004,2001 - 2005,2002 - 2006,2003 - 2007,2004 - 2008,2005 - 2009,2006 - 2010,2007 - 2011,2008 - 2012,2009 - 2013,2010 - 2014,2011 - 2015,2012 - 2016,2013 - 2017,2014 - 2018,2015 - 2019,2016 -2020
Greater Glasgow & Clyde,8.9,8.7,9.4,9.9,11.5,12.9,14.3,15.4,16.1,15.2,15.1,16.2,17.3,18.9,23.3,27.0,30.8,8.2,8.0,8.6,9.1,10.7,12.0,13.4,14.4,15.1,14.2,14.0,15.1,16.2,17.7,22.0,25.7,29.4,9.7,9.5,10.1,10.7,12.4,13.9,15.3,16.4,17.1,16.2,16.1,17.2,18.4,20.0,24.6,28.4,32.3, 553 , 534 , 565 , 596 , 686 , 766 , 848 , 913 , 949 , 890 , 879 , 933 , 998 ," 1,085 "," 1,341 "," 1,556 "," 1,779 "
Highland,2.0,2.6,3.1,3.6,4.8,5.6,5.6,7.1,7.4,7.0,7.3,8.9,8.5,9.3,11.2,12.3,13.3,1.3,1.8,2.2,2.7,3.7,4.4,4.4,5.7,6.0,5.7,5.9,7.4,7.0,7.7,9.4,10.5,11.4,2.8,3.5,4.0,4.6,5.9,6.8,6.8,8.4,8.8,8.4,8.7,10.4,10.0,10.9,12.9,14.1,15.2, 29 , 38 , 44 , 52 , 69 , 82 , 82 , 104 , 110 , 104 , 108 , 133 , 129 , 139 , 166 , 180 , 194 
Lanarkshire,4.4,4.7,5.2,5.6,6.1,6.5,6.9,7.3,7.7,8.7,9.3,10.0,12.0,13.3,15.0,18.0,21.6,3.7,4.0,4.5,4.8,5.3,5.7,6.0,6.4,6.8,7.7,8.3,8.9,10.8,12.1,13.7,16.6,20.0,5.2,5.5,6.0,6.4,7.0,7.4,7.8,8.2,8.6,9.7,10.4,11.1,13.2,14.6,16.4,19.5,23.2, 148 , 159 , 175 , 186 , 205 , 219 , 232 , 244 , 257 , 288 , 308 , 328 , 389 , 430 , 485 , 581 , 693 
Lothian,4.6,5.2,5.0,5.4,6.5,7.6,7.8,8.4,9.2,9.2,9.7,10.3,11.5,12.5,13.9,14.9,16.1,4.0,4.5,4.3,4.7,5.8,6.7,7.0,7.5,8.3,8.3,8.8,9.4,10.5,11.5,12.8,13.7,14.9,5.3,5.9,5.7,6.1,7.3,8.4,8.7,9.2,10.1,10.1,10.6,11.3,12.6,13.6,15.0,16.0,17.3, 206 , 226 , 218 , 233 , 287 , 332 , 348 , 375 , 411 , 407 , 431 , 458 , 513 , 560 , 622 , 672 , 731 
Orkney,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.., -   , -   , 1 , 1 , 2 , 2 , 4 , 3 , 4 , 4 , 4 , 3 , 4 , 4 , 6 , 7 , 9 
Shetland,..,..,..,..,..,..,..,..,..,..,9.9,9.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.1,3.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.8,14.7,..,..,..,..,.., 3 , 3 , 4 , 5 , 6 , 6 , 7 , 8 , 8 , 7 , 11 , 10 , 8 , 8 , 8 , 6 , 9 
Tayside,4.5,5.2,6.0,6.7,8.5,9.6,9.9,10.5,11.8,11.0,11.1,12.7,13.6,15.8,19.5,23.3,25.7,3.6,4.1,4.9,5.6,7.2,8.2,8.5,9.0,10.2,9.5,9.7,11.1,11.9,14.0,17.5,21.1,23.4,5.5,6.2,7.1,7.9,9.8,11.0,11.3,11.9,13.3,12.4,12.6,14.3,15.2,17.6,21.5,25.4,28.0, 89 , 101 , 117 , 132 , 166 , 187 , 195 , 205 , 231 , 215 , 219 , 248 , 265 , 304 , 376 , 446 , 488 
Western Isles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.., 3 , 4 , 4 , 3 , 5 , 7 , 7 , 7 , 8 , 7 , 6 , 6 , 6 , 8 , 8 , 7 , 9 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Footnotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1) Age-standardised using the 2013 European Standard Population - see this part of the NHS website for more information:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Age-standardised Death Rates Calculated Using the European Standard Population | National Records of Scotland (nrscotland.gov.uk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2) The statistics for each area are based on the boundaries that apply with effect from 1 April 2014. Earlier years' figures show what the numbers would have been had the new boundaries applied in those years. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3) Rates based on fewer than 10 deaths are not shown.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
© Crown Copyright 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
